text,sentiment,aspect
照 片 画 面 也 很 干 净 细 腻 ,2,照 片 画 面
闪 光 灯 的 充 电 时 间 较 慢 ,0,闪 光 灯 的 充 电 时 间
外 观 小 巧 时 尚 ,2,外 观
厘 米 的 厚 度 设 计 在 非 潜 望 镜 式 的 卡 式 相 机 中 是 决 无 仅 有 的 ,2,厚 度 设 计
金 属 银 拉 丝 的 外 观 设 计 不 仅 使 其 更 加 显 得 时 尚 精 巧 ,2,外 观 设 计
实 际 拍 摄 效 果 还 算 是 比 较 令 人 满 意 的 了 ,2,实 际 拍 摄 效 果
能 在 如 此 小 巧 的 机 身 中 藏 下 如 此 丰 富 的 功 能 确 实 也 是 难 能 可 贵 的 ,2,功 能
液 晶 屏 较 小 ,0,液 晶 屏
且 分 辨 率 很 低 只 有 ,0,分 辨 率
实 际 使 用 中 感 觉 颜 色 比 较 偏 暖 ,0,颜 色
画 质 细 腻 ,2,画 质
画 面 也 不 太 锐 利 ,0,画 面
价 格 便 宜 ,2,价 格
性 价 比 很 好 ,2,性 价 比
寸 显 示 屏 也 是 在 同 档 次 价 位 相 机 中 比 较 大 的 ,2,显 示 屏
外 观 工 艺 不 错 ,2,外 观 工 艺
成 像 清 晰 锐 利 ,2,成 像
色 彩 还 原 准 确 ,2,色 彩 还 原
夜 景 在 灯 光 较 好 的 环 境 下 即 使 手 持 拍 摄 也 基 本 满 意 ,2,夜 景
最 大 的 遗 憾 就 是 感 觉 人 像 效 果 颗 粒 感 有 些 重 ,0,人 像 效 果 颗 粒 感
超 微 距 对 焦 速 度 偏 慢 ,0,对 焦 速 度
拍 摄 模 式 不 够 丰 富 ,0,拍 摄 模 式
奥 林 巴 斯 的 外 形 做 得 非 常 有 特 色 ,2,外 形
机 身 平 整 光 滑 ,2,机 身
显 示 效 果 非 常 出 色 ,2,显 示 效 果
色 彩 还 原 也 比 较 准 确 ,2,色 彩 还 原
的 实 际 拍 摄 速 度 还 是 令 人 满 意 的 ,2,拍 摄 速 度
拍 摄 速 度 比 较 快 ,2,拍 摄 速 度
它 的 对 焦 速 度 较 快 ,2,对 焦 速 度
的 成 像 质 量 在 卡 片 相 机 中 属 于 不 错 的 水 平 ,2,成 像 质 量
成 像 的 质 量 都 比 较 高 ,2,成 像 的 质 量
所 以 手 感 不 是 很 好 ,0,手 感
拍 摄 速 度 在 光 线 好 是 不 错 ,2,拍 摄 速 度
的 对 焦 比 较 慢 ,0,对 焦
大 镜 头 大 变 焦 ,2,镜 头
微 距 模 式 就 是 酷 ,2,微 距 模 式
价 格 比 贵 ,0,价 格
闪 光 灯 简 化 了 ,2,闪 光 灯
这 个 产 品 的 外 观 还 可 以 吧 ,2,外 观
而 且 售 后 服 务 也 比 较 差 一 些 ,0,售 后 服 务
看 起 来 质 量 很 一 般 ,0,质 量
这 款 产 品 太 不 尽 如 人 意 了 ,0,产 品
体 积 小 巧 ,2,体 积
性 能 参 数 也 不 容 忽 视 ,2,性 能 参 数
按 键 布 局 也 较 为 合 理 ,2,按 键 布 局
操 作 时 手 感 很 好 ,2,手 感
画 面 的 色 彩 偏 冷 色 调 ,0,画 面 的 色 彩
整 体 效 果 一 般 ,0,整 体 效 果
这 个 设 计 实 在 是 很 不 方 便 ,0,设 计
镜 头 很 实 用 ,2,镜 头
调 节 也 比 较 方 便 顺 手 ,2,调 节
性 价 比 低 ,0,性 价 比
电 池 比 前 者 贵 很 多 ,0,电 池
成 像 色 彩 很 一 般 ,0,成 像 色 彩
启 动 速 度 慢 ,0,启 动 速 度
取 景 器 也 根 本 看 不 清 楚 ,0,取 景 器
写 卡 速 度 慢 ,0,写 卡 速 度
取 景 器 里 面 图 像 颗 粒 粗 糙 ,0,图 像 颗 粒
感 光 度 设 置 不 当 ,0,感 光 度 设 置
外 观 线 条 流 畅 ,2,外 观 线 条
整 体 造 型 比 较 美 观 ,2,整 体 造 型
这 些 性 能 很 多 在 当 时 刚 刚 出 品 是 都 是 最 强 的 了 ,2,性 能
拍 摄 出 来 的 相 片 效 果 相 当 不 错 ,2,相 片 效 果
效 果 也 不 错 ,2,效 果
一 般 都 可 以 拍 出 来 效 果 不 错 的 照 片 ,2,照 片
由 于 体 重 不 够 重 ,0,体 重
但 是 可 选 择 的 分 辨 率 太 少 了 ,0,分 辨 率
拍 摄 短 片 有 一 个 小 小 的 遗 憾 就 是 ,0,拍 摄 短 片
成 像 优 秀 ,2,成 像
色 彩 艳 丽 饱 和 ,2,色 彩
对 焦 速 度 快 ,2,对 焦 速 度
功 能 完 善 而 强 大 ,2,功 能
手 动 功 能 完 整 齐 全 ,2,手 动 功 能
人 机 界 面 友 好 ,2,人 机 界 面
操 作 响 应 速 度 快 ,2,操 作 响 应 速 度
细 节 表 现 能 力 一 般 ,0,细 节 表 现 能 力
界 面 依 旧 那 样 简 洁 明 了 ,2,界 面
各 项 功 能 调 用 起 来 也 同 样 快 捷 迅 速 ,2,各 项 功 能
后 者 视 野 更 为 开 阔 ,2,视 野
在 上 存 在 的 操 控 按 键 手 感 偏 硬 的 问 题 在 这 里 依 旧 存 在 ,0,操 控 按 键 手 感
它 的 开 机 启 动 速 度 较 慢 ,0,开 机 启 动 速 度
成 像 质 量 不 错 ,2,成 像 质 量
宽 容 度 小 ,0,宽 容 度
测 光 很 麻 烦 ,0,测 光
曝 光 锁 定 钮 太 不 方 便 ,0,曝 光 锁 定 钮
防 潮 性 能 不 好 ,0,防 潮 性 能
粘 贴 的 牢 靠 度 太 差 ,0,粘 贴 的 牢 靠 度
外 观 小 巧 ,2,外 观
性 能 趋 于 专 业 化 ,2,性 能
成 像 质 量 不 错 ,2,成 像 质 量
噪 点 控 制 得 很 好 ,2,噪 点
光 线 明 暗 度 掌 握 得 比 较 到 位 ,2,光 线 明 暗 度
按 键 布 局 合 理 ,2,按 键 布 局
抗 眩 光 能 力 较 差 ,0,抗 眩 光 能 力
成 像 好 ,2,成 像
感 光 度 实 在 有 限 ,0,感 光 度
用 下 来 发 现 拍 的 画 质 比 较 锐 利 ,2,画 质
声 音 还 原 也 比 较 真 实 ,2,声 音 还 原
光 学 变 焦 速 度 比 较 慢 ,0,光 学 变 焦 速 度
快 门 速 度 低 ,0,快 门 速 度
及 光 线 充 足 的 环 境 下 拍 照 色 彩 还 原 非 常 好 ,2,色 彩 还 原
微 距 拍 摄 效 果 非 常 好 ,2,微 距 拍 摄 效 果
夜 景 拍 摄 效 果 不 够 好 ,0,夜 景 拍 摄 效 果
虽 然 可 连 接 电 脑 当 摄 像 头 使 用 但 效 果 非 常 差 ,0,效 果
画 面 跳 动 大 ,0,画 面
随 机 附 送 的 相 机 吊 带 金 属 环 扣 太 长 使 用 时 老 是 与 显 示 屏 相 碰 易 划 花 ,0,金 属 环 扣
价 格 低 廉 ,2,价 格
性 价 比 极 高 ,2,性 价 比
对 焦 速 度 偏 慢 ,0,对 焦 速 度
夜 景 拍 摄 效 果 欠 佳 ,0,夜 景 拍 摄 效 果
作 为 高 画 质 摄 像 机 来 说 总 体 质 量 很 轻 ,2,质 量
松 下 机 器 的 电 池 一 直 是 为 人 们 所 津 津 乐 道 的 ,2,电 池
光 学 变 焦 倍 数 太 低 ,0,光 学 变 焦 倍 数
液 晶 屏 像 素 较 低 才 ,0,液 晶 屏 像 素
实 际 拍 摄 感 觉 色 彩 艳 丽 ,2,色 彩
锐 度 较 高 ,2,锐 度
拍 摄 质 量 非 常 好 ,2,拍 摄 质 量
层 次 感 强 ,2,层 次 感
方 向 性 较 强 ,2,方 向 性
效 果 明 显 ,2,效 果
图 像 稳 定 清 晰 ,2,图 像
防 抖 效 果 较 好 ,2,防 抖 效 果
此 机 功 能 较 多 ,2,功 能
色 彩 还 原 尚 可 ,2,色 彩 还 原
但 清 晰 度 较 差 ,0,清 晰 度
照 片 质 量 较 好 ,2,照 片 质 量
手 动 功 能 较 差 ,0,手 动 功 能
但 调 节 范 围 较 小 ,0,调 节 范 围
颗 粒 较 粗 ,0,颗 粒
色 彩 较 实 际 输 出 浓 艳 ,0,色 彩
且 设 置 项 目 较 多 ,2,设 置 项 目
此 机 的 编 辑 功 能 较 强 ,2,编 辑 功 能
实 用 性 较 差 ,0,实 用 性
外 形 亮 丽 ,2,外 形
性 价 比 偏 低 ,0,性 价 比
配 件 的 价 格 偏 贵 ,0,配 件 的 价 格
外 形 倒 是 不 难 看 ,2,外 形
性 价 比 也 不 怎 么 样 ,0,性 价 比
存 储 照 片 速 度 非 常 快 ,2,存 储 照 片 速 度
对 焦 速 度 比 较 快 ,2,对 焦 速 度
焦 段 相 当 长 ,2,焦 段
测 光 准 确 ,2,测 光
逆 光 性 能 优 秀 ,2,逆 光 性 能
紫 边 现 象 控 制 得 不 够 理 想 ,0,紫 边 现 象
电 池 续 航 能 力 不 强 ,0,电 池 续 航 能 力
成 像 要 比 同 档 次 边 角 头 好 些 ,2,成 像
结 构 难 免 复 杂 ,0,结 构
倍 变 焦 施 奈 德 镜 头 的 参 数 就 有 些 缩 水 了 ,0,施 奈 德 镜 头 的 参 数
此 外 的 使 用 成 本 也 不 低 ,0,使 用 成 本
电 池 不 是 很 耐 用 ,0,电 池
但 液 晶 屏 幕 效 果 还 是 出 众 ,2,液 晶 屏 幕 效 果
整 机 手 感 也 不 错 ,2,整 机 手 感
短 片 占 用 存 储 卡 空 间 偏 大 ,0,短 片 占 用 存 储 卡 空 间
的 这 款 液 晶 屏 将 会 非 常 方 便 ,2,液 晶 屏
售 价 偏 高 ,0,售 价
配 合 黑 色 的 机 身 显 得 非 常 高 贵 典 雅 ,2,机 身
其 轻 薄 时 尚 的 外 观 即 使 是 与 一 向 以 时 尚 相 机 而 著 称 的 日 系 品 牌 比 起 来 也 毫 不 逊 色 ,2,外 观
虽 然 指 标 并 不 出 众 ,0,指 标
一 个 比 较 人 性 化 的 设 计 就 是 机 身 和 底 座 都 会 在 充 电 时 显 示 进 程 ,2,设 计
速 度 较 快 ,2,速 度
而 的 短 片 拍 摄 功 能 也 是 很 强 的 ,2,短 片 拍 摄 功 能
画 面 干 净 ,2,画 面
电 池 的 续 航 能 力 有 点 不 太 理 想 ,0,电 池 的 续 航 能 力
但 是 电 池 实 在 不 耐 用 ,0,电 池
电 池 不 耐 用 同 样 是 致 命 的 缺 点 ,0,电 池
整 体 画 面 的 亮 度 非 常 出 色 ,2,画 面 的 亮 度
在 模 式 下 拍 摄 的 照 片 依 然 比 较 细 腻 ,2,照 片
菜 单 分 类 清 晰 并 且 操 作 简 便 ,2,菜 单
机 身 肥 大 ,0,机 身
配 件 少 ,0,配 件
造 成 录 像 时 间 太 短 ,0,录 像 时 间
屏 幕 尺 寸 偏 小 ,0,屏 幕 尺 寸
图 像 质 量 不 佳 ,0,图 像 质 量
颜 色 失 真 ,0,颜 色
是 目 前 功 能 最 强 的 倍 光 学 变 焦 数 码 相 机 ,2,功 能
佳 能 的 机 身 非 常 小 巧 ,2,机 身
虽 然 的 功 能 相 当 全 面 ,2,功 能
但 操 作 起 来 一 点 也 不 复 杂 ,2,操 作
显 示 效 果 出 色 ,2,显 示 效 果
按 键 布 局 更 加 合 理 ,2,按 键 布 局
手 感 也 不 错 ,2,手 感
抓 拍 方 面 表 现 得 也 尤 为 出 色 ,2,抓 拍 方 面
开 机 速 度 快 ,2,开 机 速 度
但 是 纹 理 较 细 ,2,纹 理
闪 光 灯 弹 起 高 度 略 显 不 够 ,0,闪 光 灯 弹 起 高 度
颗 粒 感 还 是 要 稍 微 重 一 些 ,0,颗 粒 感
技 术 参 数 醒 目 ,2,技 术 参 数
电 池 疲 软 ,0,电 池
也 许 机 器 本 身 功 耗 偏 高 也 是 现 在 这 种 情 况 的 起 因 之 一 ,0,功 耗
如 此 奢 华 的 配 置 展 现 出 强 劲 的 性 能 ,2,配 置
外 形 设 计 考 究 ,2,外 形 设 计
做 工 精 细 ,2,做 工
整 体 机 身 变 得 更 加 圆 滑 ,2,机 身
取 景 的 舒 适 度 提 高 不 少 ,2,取 景 的 舒 适 度
突 起 部 分 起 到 了 很 好 的 握 持 支 撑 ,2,握 持 支 撑
包 覆 性 好 很 多 ,2,包 覆 性
佳 能 在 机 身 细 节 部 位 要 比 二 代 用 心 很 多 ,2,机 身 细 节
使 得 防 滑 性 更 好 ,2,防 滑 性
的 机 顶 液 晶 屏 更 大 ,2,机 顶 液 晶 屏
操 作 上 更 方 便 了 ,2,操 作
对 焦 模 式 也 丰 富 很 多 ,2,对 焦 模 式
寸 万 象 素 的 液 晶 屏 有 点 落 伍 了 ,0,液 晶 屏
但 是 显 示 效 果 还 算 不 错 ,2,显 示 效 果
对 焦 速 度 并 没 有 广 告 中 的 那 么 神 ,0,对 焦 速 度
机 身 高 感 表 现 还 算 不 错 ,2,机 身 高 感 表 现
的 这 枚 镜 头 分 辨 率 很 出 色 ,2,镜 头 分 辨 率
边 角 画 质 也 很 好 ,2,边 角 画 质
体 积 太 大 ,0,体 积
机 身 加 镜 头 的 体 积 也 略 大 ,0,体 积
画 质 是 相 当 不 错 ,2,画 质
佳 能 中 庸 的 色 彩 和 较 小 的 反 差 度 的 照 片 风 格 适 合 绝 大 多 数 人 的 口 味 ,2,色 彩
觉 得 这 款 机 器 非 常 好 ,2,觉 得 这 款 机 器 非 常 好
速 度 不 错 ,2,速 度
但 的 性 能 略 低 一 些 ,0,性 能
手 感 操 控 性 能 画 质 已 然 全 面 落 后 ,0,手 感
手 感 一 流 ,2,手 感
握 持 感 很 合 适 ,2,握 持 感
机 顶 塑 料 部 件 厚 实 有 质 感 ,2,机 顶 塑 料 部 件
点 对 焦 够 用 ,2,对 焦
先 对 焦 后 构 图 速 度 太 慢 且 容 易 焦 点 偏 移 ,0,构 图 速 度
转 轮 和 八 向 键 比 较 好 用 或 许 是 因 为 我 没 有 尝 过 摇 杆 的 厉 害 吧 ,2,转 轮
套 头 性 价 比 高 ,2,性 价 比
色 彩 浓 郁 透 亮 且 锐 度 较 高 ,2,色 彩
的 解 像 度 可 能 很 高 ,2,解 像 度
但 是 颗 粒 感 太 重 了 ,0,颗 粒 感
在 试 机 的 时 候 已 经 觉 得 的 外 形 用 在 手 上 比 看 图 片 要 帅 多 了 ,2,外 形
大 而 通 透 的 莱 卡 镜 头 实 在 是 很 帅 ,2,莱 卡 镜 头
这 样 的 设 计 也 挺 合 理 ,2,设 计
装 卸 都 很 方 便 ,2,装 卸
它 的 功 能 上 的 确 有 些 不 足 ,0,功 能
松 下 出 来 的 图 片 的 比 对 度 的 确 有 点 不 够 ,0,图 片 的 比 对 度
色 彩 不 偏 差 ,2,色 彩
屏 幕 更 是 出 色 ,2,屏 幕
软 件 也 是 基 本 上 够 用 ,2,软 件
但 是 好 在 无 线 充 电 非 常 好 ,2,无 线 充 电
但 是 后 来 觉 得 操 控 上 和 手 感 上 会 威 武 很 多 ,2,操 控
强 大 的 对 焦 系 统 ,2,对 焦 系 统
当 然 考 虑 到 价 钱 方 便 现 在 的 价 格 很 不 错 ,2,价 格
机 身 很 大 ,2,机 身
不 过 机 身 还 是 很 薄 的 ,2,机 身
屏 幕 漂 亮 ,2,屏 幕
外 放 音 乐 效 果 差 强 人 意 ,0,外 放 音 乐 效 果
为 什 么 照 片 这 么 小 ,0,照 片
机 子 挺 沉 的 ,0,机 子 挺 沉 的
按 键 镜 头 等 做 工 不 错 ,2,做 工
广 角 端 边 缘 锐 度 不 行 ,0,广 角 端 边 缘 锐 度
色 彩 不 够 鲜 艳 ,0,色 彩
倍 的 拉 近 感 还 是 不 错 的 ,2,拉 近 感
想 问 问 为 什 么 卡 西 欧 的 照 片 这 么 小 啊 ,0,照 片
屏 幕 真 耗 电 ,0,屏 幕
网 络 上 许 多 讨 论 与 画 质 测 试 依 然 相 当 出 色 ,2,画 质
功 能 也 比 强 了 不 少 ,2,功 能
除 了 价 格 比 较 高 一 些 ,2,价 格
胜 在 机 身 质 感 佳 ,2,机 身 质 感
机 身 规 格 比 其 相 近 等 級 之 与 好 上 一 些 ,2,机 身 规 格
照 相 机 号 称 ,2,照 相 机
整 体 感 觉 还 可 以 ,2,整 体
机 身 质 感 佳 ,2,机 身 质 感
观 景 窗 視 野 非 常 明 亮 ,2,观 景 窗 視 野
色 泽 与 可 视 角 表 现 也 佳 ,2,色 泽
照 片 成 象 色 泽 自 然 柔 和 ,2,照 片 成 象 色 泽
细 节 表 現 出 色 ,2,细 节 表 現
机 身 按 钮 与 功 能 选 单 ,2,机 身 按 钮
对 焦 速 度 偏 慢 ,0,对 焦 速 度
细 节 较 多 ,0,细 节
改 成 之 后 虽 然 画 质 变 好 ,2,画 质
档 案 算 蛮 小 的 ,2,档 案
机 器 手 感 偏 轻 ,2,手 感
本 人 现 在 用 的 感 觉 不 错 ,2,本 人 现 在 用 的 感 觉 不 错
入 手 水 货 质 量 一 般 ,0,质 量
外 观 专 业 ,2,外 观
手 动 功 能 丰 富 ,2,手 动 功 能
对 可 以 拍 摄 夜 晚 灯 光 和 运 动 物 体 效 果 很 好 ,2,效 果
镜 头 覆 盖 广 ,2,镜 头
还 原 人 像 很 好 ,2,还 原 人 像
长 焦 端 光 圈 显 得 小 了 些 ,0,长 焦 端 光 圈
噪 点 控 制 不 错 ,2,噪 点 控 制
简 单 说 功 能 较 全 ,2,功 能
广 角 很 爽 ,2,广 角
奶 昔 的 操 作 界 面 还 是 比 较 友 善 的 ,2,操 作 界 面
高 感 非 常 好 ,2,高 感
完 全 甘 拜 下 风 没 办 法 我 太 喜 欢 了 所 以 喜 欢 用 做 比 较 ,0,完 全 甘 拜 下 风 没 办 法 我 太 喜 欢 了 所 以 喜 欢 用 做 比 较
的 成 像 要 比 奶 昔 结 实 ,2,成 像
优 势 完 美 的 外 形 ,2,外 形
同 等 价 位 中 最 好 的 套 头 ,2,套 头
紧 实 的 成 像 想 不 到 形 容 词 只 想 到 了 紧 实 ,2,成 像
高 感 不 佳 ,0,高 感
都 说 可 视 角 度 差 ,0,可 视 角 度
耗 电 量 比 屏 幕 的 还 高 ,0,耗 电 量
散 热 不 是 很 好 ,0,散 热
系 统 优 化 的 不 是 很 爽 啊 ,0,系 统 优 化
软 件 的 人 性 化 一 般 般 ,0,软 件 的 人 性 化
做 工 设 计 堪 称 一 流 ,2,做 工 设 计
画 面 细 腻 ,2,画 面
屏 不 比 [ASP]屏[ASP] 差 ,2,屏
这 优 化 也 太 无 语 了 ,0,优 化
优 点 高 感 很 不 错 ,2,高 感
画 质 比 较 细 腻 ,2,画 质
商 业 拍 摄 比 较 方 便 ,2,商 业 拍 摄
中 间 对 焦 很 准 很 快 ,2,对 焦
静 音 快 门 很 实 用 ,2,静 音 快 门
完 全 够 用 了 ,2,完 全 够 用 了
测 光 好 像 也 要 好 那 么 一 点 ,2,测 光
也 完 全 够 用 ,2,也 完 全 够 用
机 器 真 的 很 漂 亮 ,2,机 器 真 的 很 漂 亮
转 盘 控 制 轮 的 位 置 有 点 尴 尬 ,0,转 盘 控 制 轮 的 位 置
这 回 对 焦 速 度 变 慢 了 ,0,对 焦 速 度
机 器 内 置 的 闪 光 灯 也 颇 令 人 意 外 ,2,闪 光 灯
我 对 于 的 最 大 感 受 就 是 显 示 器 的 显 示 效 果 太 出 众 了 ,2,显 示 器 的 显 示 效 果
在 显 示 器 看 的 图 片 色 彩 异 常 的 好 ,2,图 片 色 彩
打 开 包 装 确 实 有 种 惊 艳 的 感 觉 ,2,打 开 包 装 确 实 有 种 惊 艳 的 感 觉
麦 克 风 和 音 量 键 的 设 计 的 确 不 合 理 ,0,麦 克 风
整 体 机 器 比 较 大 气 ,2,整 体 机 器 比 较 大 气
各 项 性 能 比 较 均 衡 ,2,性 能
整 机 重 量 不 是 很 重 ,2,重 量
电 池 续 航 也 很 不 错 ,2,电 池 续 航
配 备 的 套 头 无 论 是 还 是 成 像 都 算 可 以 ,2,成 像
显 示 屏 显 示 效 果 出 众 ,2,显 示 屏 显 示 效 果
闪 光 回 电 有 些 慢 ,0,闪 光 回 电
方 向 键 的 键 程 较 短 ,0,方 向 键 的 键 程
这 是 一 台 不 错 的 单 反 ,2,这 是 一 台 不 错 的 单 反
可 是 ⅱ 重 量 偏 大 ,0,重 量
另 外 价 格 也 有 些 偏 高 ,0,价 格
外 观 很 靓 ,2,外 观
充 电 速 度 挺 快 ,2,充 电 速 度
运 行 正 常 ,2,运 行
游 戏 画 面 动 态 效 果 均 不 错 ,2,游 戏 画 面 动 态 效 果
手 动 峰 值 对 焦 确 实 不 错 ,2,手 动 峰 值 对 焦
在 上 很 不 错 ,2,在 上 很 不 错
直 出 比 差 ,0,直 出
的 直 出 色 彩 是 最 好 的 ,2,直 出 色 彩
前 所 未 有 的 速 度 和 流 畅 ,2,速 度
其 实 自 带 播 放 器 音 质 很 好 了 ,2,自 带 播 放 器 音 质
总 体 上 感 觉 还 不 错 ,2,总 体 上 感 觉 还 不 错
对 焦 没 有 想 象 那 么 糟 糕 ,2,对 焦
索 尼 一 向 功 能 强 大 ,2,功 能
夜 景 出 片 很 锐 ,2,出 片
测 光 有 点 不 太 给 力 ,0,测 光
两 个 取 景 器 都 不 错 ,2,取 景 器
小 的 参 数 很 齐 全 ,2,参 数
我 的 用 起 来 顺 手 ,2,我 的 用 起 来 顺 手
重 量 和 大 小 非 常 ,2,重 量
双 面 玻 璃 质 感 没 有 想 象 中 的 好 ,0,质 感
可 视 角 不 算 小 啊 ,2,可 视 角
特 别 是 那 些 快 捷 小 工 具 很 方 便 ,2,小 工 具
相 机 挺 给 力 的 ,2,相 机
成 像 很 好 ,2,成 像
触 感 舒 适 ,2,触 感
菜 单 界 面 也 很 友 好 只 是 说 明 书 比 较 难 看 懂 我 认 为 编 写 者 水 平 实 在 太 差 ,2,菜 单 界 面
机 器 对 焦 准 确 合 焦 坚 决 ,2,对 焦
出 片 效 果 色 彩 深 沉 浓 郁 ,2,出 片 效 果 色 彩
高 感 绝 对 强 大 ,2,高 感
色 彩 搭 配 和 谐 自 然 ,2,色 彩 搭 配
做 工 算 比 较 精 细 ,2,做 工
实 际 到 手 后 发 现 画 质 相 当 好 ,2,画 质
金 属 机 身 做 工 很 好 ,2,机 身 做 工
但 机 身 背 面 的 按 钮 和 多 功 能 转 盘 做 工 很 不 好 ,0,机 身 背 面 的 按 钮
开 机 关 机 很 方 便 ,2,开 机 关 机
但 是 开 机 速 度 很 慢 ,0,开 机 速 度
它 的 触 屏 做 的 就 非 常 敏 感 ,2,触 屏
我 认 为 目 前 的 应 用 已 经 非 常 丰 富 了 ,2,应 用
但 切 换 的 敏 感 性 不 高 ,0,敏 感 性
其 色 彩 还 原 度 图 像 的 清 晰 度 防 抖 动 的 效 果 和 在 低 照 度 下 的 拍 摄 都 不 错 ,2,色 彩 还 原 度
经 过 比 较 后 觉 得 性 价 比 高 些 ,2,性 价 比
总 的 来 说 还 是 不 错 的 ,2,总 的 来 说 还 是 不 错 的
软 件 运 行 也 很 快 ,2,软 件 运 行
旁 轴 取 景 器 的 放 大 率 小 的 可 怜 ,0,旁 轴 取 景 器 的 放 大 率
手 感 很 差 ,0,手 感
手 柄 太 小 ,0,手 柄
结 构 复 杂 度 能 降 低 些 ,0,结 构 复 杂 度
但 是 本 身 做 的 不 怎 么 好 ,0,但 是 本 身 做 的 不 怎 么 好
全 画 幅 配 上 超 广 的 感 觉 的 确 很 舒 服 ,2,全 画 幅
画 质 的 话 比 起 我 觉 得 有 很 大 提 升 ,2,画 质
机 子 相 比 觉 得 还 轻 了 点 ,2,机 子 相 比 觉 得 还 轻 了 点
实 际 用 下 来 觉 得 中 心 对 焦 点 非 常 准 ,2,中 心 对 焦 点
总 之 我 觉 得 还 是 相 当 不 错 的 机 子 ,2,总 之 我 觉 得 还 是 相 当 不 错 的 机 子
画 质 又 不 错 ,2,画 质
机 身 小 巧 便 于 携 带 ,2,机 身
颜 色 也 很 讨 好 ,2,颜 色
在 我 看 来 一 切 都 很 完 美 了 ,2,在 我 看 来 一 切 都 很 完 美 了
待 机 很 满 意 ,2,待 机
分 辨 率 虽 然 低 ,0,分 辨 率
但 实 际 显 示 效 果 很 棒 ,2,实 际 显 示 效 果
目 测 对 焦 速 度 慢 于 ,2,对 焦 速 度
中 央 五 个 对 焦 点 很 暴 力 ,2,对 焦 点
外 观 小 巧 但 有 质 感 ,2,外 观
屏 幕 颗 粒 感 不 严 重 ,2,颗 粒 感
对 焦 迅 速 准 狠 ,2,对 焦
这 个 头 的 对 焦 性 能 并 不 好 ,0,对 焦 性 能
在 此 机 上 对 焦 迅 速 ,2,对 焦
的 手 感 特 别 好 ,2,手 感
