id,sentiment,aspect,text
947,positive,ambience,"Anyhow, we were able to sit as long as we wanted and chat, which was nice."
2465,positive,ambience,PERFECT FOR DATES!
186,positive,ambience,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best."
702,positive,ambience,"We love the food, drinks, and atmosphere!"
1683,positive,ambience,"The vibe is very relaxed and cozy, service was great and the food was excellent!"
195,neutral,ambience,"If the weather is nice, try to snag an outside table."
959,positive,ambience,The service was friendly and the atmosphere was casual.
1960,positive,ambience,20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.
1977,conflict,ambience,"Forget the rush and the wait and the noise (which isn't actually that bad), I mean please, who goes to a steakhouse to be coddled and romantic?"
1156,positive,ambience,Jimmy's is hands down the hottest night spot in the Bronx.
2968,positive,ambience,"Nice ambiance, nice little bar, good bartender, Francois, and good service."
2088,negative,ambience,Decor leaves something to be desired.
1710,positive,ambience,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
3089,positive,ambience,"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained."
1857,positive,ambience,The space is nice but when we order our drink we were in for a surprise.
164,negative,ambience,The entire place and the treatment we received felt as a conveyor belt.
904,positive,ambience,I in all reality felt as if I had just gotten off Air France and was in the 8th District in Paris.
2692,positive,ambience,"The staff was very attentive, the ambience lovely, and the food superb."
71,positive,ambience,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.
637,positive,ambience,"Warm, comfortable surroundings, nice appointments (witness the etched glass and brickwork separating the dining rooms)."
997,positive,ambience,"This is such a lovely, peaceful place to eat outside."
1001,positive,ambience,"This is a great place to take out-of-towners, and perfect for watching the sunset."
758,negative,ambience,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY."
928,neutral,ambience,I care more about the food and ambience.
1349,positive,ambience,"great for a romantic evening, or a fun evening with friends..."
885,positive,ambience,"While this is a pretty place in that overly cute French way, the food was insultingly horrible."
2856,negative,ambience,"Despite the fact that the space is large, they've overcrowded the floor with tables."
3365,neutral,ambience,The jukebox plays everything from Italian Opera to The Strokes.
2772,negative,ambience,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
3520,positive,ambience,There is actually space to breathe and the decor sets the tone for an intimate dinner.
1024,positive,ambience,"If you're looking for a place to sit down, have a drink and conversations with friends, go to sweet-n-tart and order yourself a hong-kong styled milk and tea with tapioca pearls (hot)."
2945,negative,ambience,"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate."
3487,negative,ambience,I've lived in NYC all my life and had never before seen so many waterbugs in one place (except in a really bad dream).
464,positive,ambience,"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca."
2580,positive,ambience,"If it isn't for the food (A+++), it must be the service or the ambience."
722,positive,ambience,"I like the ambience, it's very dark and original."
57,positive,ambience,Not the typical NYC gimmick theme restaurant.
3296,negative,ambience,Our last time there a few weeks ago was early at 5pm and it was very crowded and noisy.
1676,conflict,ambience,"You are paying for the atmosphere, which is nice, but can be had in numerous places in Bay Ridge."
72,positive,ambience,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.
3666,negative,ambience,Yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.
862,conflict,ambience,The decor is very simple but comfortable.
126,conflict,ambience,Seating is ok even though sometimes there's alot of people.
2268,negative,ambience,My only problem is that you are literally sitting on top of the people next to you!
2146,positive,ambience,"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!"
196,negative,ambience,"The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often."
1718,positive,ambience,"Great food, great decor, great service."
2948,negative,ambience,There was no ambiance.
1373,neutral,ambience,DO not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste.
2686,negative,ambience,"The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion."
1162,positive,ambience,"Good atmosphere, combination of all the hottest music dress code is relatively strict except on Fridays."
3634,positive,ambience,I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.
